6e+05,19.877,-48.663,-54,107.72,113.49,0.998,0.5,-5.5173e+09,-2.5658e+09,-1.4966e+09,-0.13374,0.0192,0.31787,0.15135,0.16816,1.0521,1.203,3.9996,9.8766,33.462
6e+05,9.1524,-14.486,-23.49,38.212,-29.92,1.4963,0.6,-6.2318e+07,-8.4452e+07,-6.9323e+07,-0.14134,-0.1077,0.18878,0.37464,0.354,0.88019,-0.1913,3.2565,2.2778,8.5631
6.0000e+05,39.436,-12.733,22.613,5.1178,20.426,1.4963,0.6,-3.1721e+09,-4.2918e+09,-9.3809e+09,0.029963,0.024635,0.40644,0.53634,0.6301,0.99803,2.2089,3.6963,5.9433,8.6086
6.0001e+05,-10.216,45.361,92.676,45.802,40.015,0.998,0.5,1.7755e+10,5.5049e+09,3.8088e+09,0.15342,0.1305,0.8087,0.72515,0.77461,-1.0677,1.3955,1.5792,4.9951,9.7481
6.0001e+05,-34.38,38.701,-19.362,59.5,-37.179,0.66556,0.4,-4.5902e+07,-6.2606e+07,-5.869e+07,-0.21943,-0.23147,0.23242,0.31267,0.342,-0.77561,0.073379,0.34003,6.4578,15.874
6.0001e+05,126.62,131.76,77.045,66.1,181.49,1.4963,0.6,-1.8074e+09,-8.4989e+08,-8.697e+08,0.52937,0.54713,1,0.95099,0.87688,1.4888,3.7152,3.8101,6.0172,14.448
6.0001e+05,20.453,-14.812,50.984,172.59,195.49,1.4963,0.6,6.6643e+09,2.0982e+09,1.0361e+09,0.14584,0.35405,0.74728,0.82945,0.84494,1.0931,1.5261,3.018,7.5819,16.418
6.0001e+05,-9.2765,-15.647,-17.745,-14.16,26.407,0.66556,0.4,-4.9818e+09,-7.9002e+09,-1.6183e+10,-0.26872,-0.24729,0,0.24865,0.43041,-0.7154,0.29586,-0.11211,4.8922,15.76
6.0001e+05,44.003,-17.877,128.63,0.31092,110.35,0.998,0.5,-1.8513e+08,7.6762e+09,4.9898e+09,0.18819,0.40473,0.72103,0.79011,0.81373,1.084,2.0939,2.5791,7.577,16.637
6.0001e+05,150.46,137.81,402.35,204.75,234.05,1.4963,0.6,-4.6614e+08,-1.7341e+08,-1.2671e+08,0.92909,1.2181,1,1,1,1.7175,2.1841,4.3407,12.067,23.612
6.0002e+05,-13.976,15.69,57.726,32.744,58.53,0.998,0.5,-1.0191e+09,-1.3392e+09,-1.1483e+09,0.18546,0.011227,0.42574,0.46945,0.476,-1.1294,1.2371,1.6319,7.0823,11.928
6.0002e+05,-56.696,-28.559,-66.575,-51.109,109.8,0.66556,0.4,-9.5332e+08,-1.434e+09,-4.9955e+09,-0.52875,-0.58712,0,0.096652,0.1527,-0.54177,0.1595,0.45722,1.8577,9.2707
6.0002e+05,-30.452,-48.145,3.8198,80.579,84.503,0.998,0.5,-8.6293e+09,-4.3945e+09,-2.4043e+09,-0.16769,-0.14782,0.22058,0.39,0.44048,-0.80055,-0.083691,1.6051,6.4966,13.79
6.0002e+05,-1.8566,59.124,68.241,191.65,199.82,1.4963,0.6,-2.4167e+09,-3.1843e+09,-5.2523e+09,0.30973,0.28164,0.96228,0.80548,0.82953,-1.2542,1.194,3.1634,6.6683,14.77
6.0002e+05,81.897,16.158,43.267,35.255,105.67,0.998,0.5,-1.7234e+09,-1.3247e+09,-1.3977e+09,0.44185,0.42903,1,0.52405,0.61012,1.4437,1.9014,1.4117,7.8591,13.183
6.0002e+05,-17.529,-33.975,60.739,-39.898,-4.845,0.998,0.5,-4.3489e+08,-4.4254e+08,-7.9849e+08,-0.078032,-0.078738,0.42341,0.2543,0.32235,-0.84952,1.2408,1.1665,-0.91319,9.4124
6.0002e+05,20.201,2.3364,6.0817,53.211,28.441,1.4963,0.6,-1.119e+08,3.1645e+09,1.513e+09,0.14017,0.26036,1,0.63026,0.5604,1.1575,1.4682,3.2223,4.4292,13.117
6.0002e+05,-28.845,92.799,-0.23008,4.5378,132.31,1.4963,0.6,-1.7626e+09,6.2195e+09,2.4448e+09,-0.067342,0.09206,0.54282,0.64217,0.67813,-0.92065,2.2037,3.7683,10.147,19.331
6.0003e+05,-16.592,91.444,61.845,88.002,175.33,0.998,0.5,-8.9763e+08,-2.6316e+09,-1.599e+09,0.057858,0.18474,0.63553,0.67789,0.62769,-0.98932,0.065548,1.8242,9.5962,17.148
6.0003e+05,-5.2933,93.872,23.54,266.66,247.23,0.998,0.5,-6.24e+08,-2.0254e+09,4.3514e+09,0.16915,0.42708,0.84684,0.85957,0.87802,-1.1567,0.057443,1.9375,5.7251,13.348
6.0003e+05,128.62,185.66,259.55,386.03,4677.7,1.4963,0.6,-1.3888e+10,-1.4464e+10,-2.6263e+10,1.1218,1.3647,1,1,1,1.961,3.627,3.9513,11.452,23.421
6.0003e+05,-27.253,16.073,9.2124,43.576,-3.3771,0.998,0.5,-1.5599e+09,9.4546e+09,4.3722e+09,-0.045744,-0.020005,0.26987,0.43646,0.53591,-0.93076,-0.25906,0.88479,4.0339,5.048
6.0003e+05,-18.551,9.5036,67.685,40.065,37.448,1.4963,0.6,-2.182e+09,-5.8694e+09,-3.4944e+09,0.16792,0.18994,0.63928,0.64637,0.54971,-1.1011,2.7978,2.9326,8.2841,11.111
6.0003e+05,-6.4018,-6.8362,-30.542,999.27,54.237,0.66556,0.4,-6.0488e+09,-2.8321e+09,-2.0625e+09,-0.11256,0.017773,0.46582,0.54326,0.55233,-0.93962,-2.9829,-1.545,2.4115,19.186
6.0003e+05,-42.544,-31.214,11.678,8.6664,52.341,2.3256,0.7,-8.2295e+08,-6.3024e+08,-8.6033e+08,-0.18244,-0.22427,0.25947,0.1762,0.31965,-0.77598,3.448,5.9104,13.032,19.212
6.0004e+05,-37.255,50.508,119.93,30.811,30.607,0.998,0.5,-1.8594e+08,-3.2814e+08,-5.5586e+08,0.18568,0.41902,0.57698,0.57698,0.6011,-1.2485,1.1342,1.8327,9.3767,25.259
6.0004e+05,-3.0679,49.329,13.979,-26.181,-48.229,0.66556,0.4,-1.7434e+09,-1.2577e+09,-1.5202e+09,0.22705,0.16945,0.48126,0.35377,0.36737,-1.2461,-0.7599,-1.1101,5.0325,14.221
6.0004e+05,-63.914,-47.885,-43.196,-45.464,-65.001,0.998,0.5,-8.6389e+06,-5.8468e+07,-4.0125e+07,-0.46391,-0.48323,0,0,0.047465,-0.53012,0.045254,1.3405,5.5982,17.477
6.0004e+05,12.993,63.095,48.628,40.183,24.417,1.4963,0.6,-7.7919e+06,-1.4147e+08,-7.4595e+07,0.20873,0.37258,0.80209,0.71104,0.67749,1.1652,2.0158,3.3472,9.1197,8.6707
6.0004e+05,22.217,37.549,-6.8845,56.311,88.763,0.998,0.5,-1.4611e+08,-2.0466e+08,-3.4089e+08,-0.48777,-0.66049,0.034632,0.060266,0.079167,0.86819,1.3032,0.31507,4.1875,12.299
6.0005e+05,20.882,440.77,662.93,24.622,-22.802,1.4963,0.6,-2.0166e+09,-1.5066e+09,-1.8916e+09,0.27858,0.48361,0.75876,0.7601,0.75819,1.0742,1.6798,4.5727,12.34,24.233
6.0005e+05,44.068,101.73,125.75,12.819,86.653,1.4963,0.6,-3.2356e+09,-5.7407e+09,-7.4008e+09,0.61746,0.49115,0.7687,0.75618,0.79568,1.5307,3.6535,3.9156,8.7364,17.619
6.0005e+05,12.755,-10.899,-5.5943,36.529,21.632,1.4963,0.6,-3.9726e+08,-2.0371e+08,-1.5056e+08,0.01839,0.022416,0.46697,0.14456,0.25294,1.0347,-0.60814,2.2924,6.1156,16.267
6.0005e+05,-14.775,57.767,27.933,106.74,55.127,0.998,0.5,-1.0544e+08,1.0462e+09,4.4959e+08,0.21291,0.21268,0.68649,0.3159,0.46348,-1.2004,-2.1829,1.2393,6.3232,13.8
6.0005e+05,-23.298,-31.056,8.7766,43.749,4925.7,0.998,0.5,-1.4919e+07,-2.8308e+07,-1.9477e+07,-0.15887,-0.29385,0.042648,0.2585,0.25941,-0.80464,1.2926,1.9539,11.276,21.259
6.0005e+05,114.53,1.1872,78.127,94.574,33.738,0.998,0.5,-2.1732e+07,-1.8081e+07,-1.6723e+07,0.24023,-0.12587,0.27235,0.28752,0.35045,1.1692,1.599,2.3653,6.5271,18.512
6.0006e+05,138.41,64.692,124.97,70.655,149.11,0.66556,0.4,-1.998e+06,2.1535e+08,1.8638e+08,0.66312,0.7067,0.58512,0.66346,0.66346,1.5807,0.46699,2.5787,5.9452,14.789
6.0006e+05,117.4,752.14,173.92,163.5,741.44,0.998,0.5,-1.2933e+08,-1.0468e+08,-2.0142e+08,1.1999,1.6327,1,1,1,1.9116,2.1196,3.3058,10.495,23.669
6.0006e+05,-22.731,18.867,60.707,4.3392,54.578,0.998,0.5,-1.3104e+08,-8.9816e+07,-7.3856e+07,0.17729,0.19999,0.62645,0.48095,0.34778,-1.1175,1.4075,1.1108,5.4265,14.954
6.0006e+05,13.795,10.979,80.526,13.227,3.4585,1.4963,0.6,3.8573e+09,1.2733e+09,6.1293e+08,0.092715,0.092575,0.58136,0.51828,0.383,1.0128,1.3949,3.3985,10.769,12.782
6.0006e+05,69.286,150.49,68.953,66.141,275.06,0.998,0.5,-7.9194e+07,-3.3999e+08,-1.8726e+08,0.61127,0.78009,1,0.9466,0.96433,1.5965,2.0181,1.9607,4.6101,11.671
6.0006e+05,-4.8746,-11.279,-0.23401,-6.5178,-3.4961,0.66556,0.4,-3.5075e+07,1.1531e+09,5.6106e+08,-0.055724,-0.034707,0.21465,0.26618,0.24551,-0.93428,-2.6857,-1.3624,6.1696,14.241
6.0006e+05,3140.6,134.5,23.598,114.86,86.423,0.998,0.5,-2.0751e+07,-9.891e+06,3.5599e+08,0.80936,0.74185,1,0.714,0.33601,1.9944,1.2708,3.1291,5.1786,12.804
6.0006e+05,-39.813,-12.993,19.244,-48.55,16.733,1.4963,0.6,-5.8247e+07,-1.1569e+08,-7.1761e+07,-0.15577,-0.26872,0.080543,0.34258,0.34258,-0.79765,1.5712,3.8856,9.0252,15.044
6.0006e+05,9.3132,-24.216,55.353,38.935,-18.065,1.4963,0.6,-2.6042e+08,-3.2872e+08,3.8021e+08,0.081011,-0.056135,0.31994,0.36364,0.43676,1.019,1.6985,3.4215,6.4525,14.289
6.0006e+05,-8.8972,-3.3332,-57.924,47.141,-2.3156,0.42796,0.3,-2.3375e+07,-3.0769e+07,-5.025e+07,-0.2612,-0.095241,0.23269,0.2814,0.14627,-0.87037,-3.0893,-3.0592,1.1109,12.611
6.0007e+05,-19.486,1.927,-0.7043,-11.164,25.948,0.998,0.5,-1.1991e+08,-1.2946e+08,-7.2994e+07,0.25711,0.17676,0.76313,0.58868,0.62435,-1.1832,0.26069,1.8616,3.2716,9.6515
6.0007e+05,4.5704,-12.245,37.974,-29.628,-10.666,0.42796,0.3,-6.2802e+08,-4.3511e+08,-3.104e+08,-0.098672,-0.009131,0.39595,0.10329,0.22472,0.84288,-0.92068,-3.42,1.0298,1.727
6.0007e+05,-15.612,15.306,-11.9,-16.013,49.102,0.66556,0.4,3.5167e+10,6.5569e+09,2.7002e+09,0.0047938,0.13764,0.67916,0.54109,0.46258,-1.0338,-0.47897,-1.0239,4.6084,14.77
6.0007e+05,87.671,262.92,87.179,160.24,91.548,1.4963,0.6,-4.004e+08,1.1966e+09,4.2677e+08,0.56685,0.96432,0.96111,0.96111,0.71209,1.5174,2.8018,5.8445,10.401,17.332
6.0007e+05,-29.831,-55.887,-46.327,-41.002,-19.956,0.998,0.5,-4.3309e+07,-3.565e+07,-2.6029e+07,-0.4054,-0.4139,0,0.14193,0.095902,-0.6077,-0.0058451,1.9886,5.3738,12.715
6.0007e+05,52.703,51.176,52.784,82.015,35.481,0.998,0.5,6.5377e+08,2.0747e+08,2.2309e+08,0.40895,0.46057,1,0.4655,0.40951,1.3874,1.9283,1.2722,5.7492,21.269
6.0007e+05,49.216,45.495,14.825,41.449,18.634,0.998,0.5,-1.3497e+07,-2.7957e+07,-2.682e+07,0.13954,0.28677,0.83689,0.83689,0.30303,1.1378,-0.20822,1.2629,3.3669,6.9873
6.0007e+05,23.844,-4.3438,57.09,-4.7984,172.38,1.4963,0.6,-1.0126e+09,-4.3741e+08,-3.831e+08,0.064738,0.14534,0.62103,0.66163,0.43449,1.0003,1.2932,3.0984,9.7716,17.392
6.0007e+05,96.823,16.889,196.6,135.62,138.2,1.4963,0.6,-1.2992e+08,-5.0609e+08,-4.0414e+08,0.67009,0.70091,0.86753,0.90783,0.90785,1.5359,3.4393,4.4126,8.3182,15.563
6.0008e+05,-14.09,-54.143,-28.691,-30.397,31.373,0.998,0.5,-4.5416e+07,-1.1918e+08,-1.3381e+08,-0.15969,-0.021165,0.45576,0.45627,0.45627,-0.8714,-1.1995,3.016,12.437,17.262
6.0008e+05,-65.096,-41.018,21.278,9.1328,116.33,0.66556,0.4,-8.8615e+07,-1.4667e+08,-1.6511e+08,-0.31374,-0.12632,0.34474,0.34487,0.34791,-0.63143,2.6277,2.7369,10.753,22.393
6.0008e+05,20.163,-20.388,-14.064,72.957,14.714,1.4963,0.6,-4.1314e+07,-3.5378e+08,-2.6096e+08,-0.14402,-0.11037,0.23306,0.30505,0.27269,0.85531,-0.7629,1.9355,5.3599,12.822
6.0008e+05,-12.938,9.9867,-22.309,-30.041,112.43,0.66556,0.4,-1.1549e+08,-1.5096e+08,-1.0858e+08,-0.11788,0.098112,0.77196,0.53789,0.53789,-0.90667,-0.61994,-0.056442,7.3573,16.196
6.0008e+05,0.86161,-3.7627,8.0892,-2.6354,31.116,0.998,0.5,-2.5397e+07,-1.5504e+07,-4.7815e+07,-0.087905,-0.11719,0.16771,0.2259,0.37485,0.88447,-0.18666,1.5545,5.882,9.5462
6.0008e+05,136.61,157.81,113.67,232.5,115.07,1.4963,0.6,-3.6857e+08,-1.6742e+08,-9.745e+07,0.8281,0.85034,1,0.96658,0.79631,1.7768,2.0209,4.3631,6.4441,13.936
6.0008e+05,-4.3569,-67.758,-14.451,38.884,1.2962,0.998,0.5,-4.7527e+06,1.0847e+09,5.3535e+08,-0.29948,-0.1647,0.073199,0.11588,0.13417,-0.67603,1.1067,2.3822,12.219,21.313
6.0008e+05,-17.432,-12.824,14.683,-6.4987,37.82,0.66556,0.4,-3.1148e+08,-1.9821e+08,-2.9348e+08,-0.20135,-0.13088,0.088955,0.22721,0.35243,-0.75294,1.7667,-0.21141,5.1918,13.024
