565,0.2604,1.3301
6.0001e+05,0.36391,1.2494
2242,0.21382,1.2467
31,0.32296,1.2419
2214,0.37076,1.2132
2360,0.27386,1.2094
6.0016e+05,0.27657,1.2053
969,0.18864,1.1998
6.0037e+05,0.29871,1.1841
6.0082e+05,0.21536,1.1712
3.0031e+05,0.34476,1.1709
2330,0.412,1.1641
6.0033e+05,0.47032,1.1579
2460,0.34782,1.1516
671,0.60218,1.151
736,0.45369,1.1446
6.0017e+05,0.17874,1.1369
6.0123e+05,0.2257,1.1313
2355,0.18782,1.1306
6.0067e+05,0.21705,1.1198
2067,0.23473,1.1168
2085,0.27582,1.1007
839,0,1.0955
6.0023e+05,0.41291,1.0943
3.0023e+05,0,1.0899
6.0085e+05,0.29048,1.0872
2545,0.32485,1.0855
2700,0.34518,1.0813
6.0002e+05,0.34326,1.0732
2477,0.35358,1.0631
717,0.66462,1.059
6.0008e+05,0.29084,1.0576
2209,0.58219,1.055
2485,0.44871,1.0544
520,0.70546,1.0483
6.0055e+05,0.54143,1.0461
6.016e+05,0.08929,1.0455
2440,0.6533,1.0404
6.0025e+05,0.26449,1.0352
2117,0.62575,1.0331
3.0026e+05,0.26739,1.0273
6.0039e+05,0.30729,1.0247
2472,0.31314,1.0213
2080,0.2776,1.019
733,0,1.0182
2203,0.68529,1.0154
6.006e+05,0.78542,1.0141
3.0032e+05,0.24489,1.014
3.0025e+05,0.51115,1.0102
3.0034e+05,0.031093,1.0063
2120,0.61446,1.0055
2143,0.76226,1.0041
6.0004e+05,0.32596,1.004
2053,0.34187,1.0016
6.0023e+05,0.67637,0.99824
875,0.82033,0.99677
761,0.69172,0.99624
2623,0.31557,0.99305
28,0.27353,0.98712
6.0007e+05,0.31822,0.98052
3.0002e+05,0.6467,0.97906
6.0014e+05,0.43796,0.97681
3.0018e+05,0.24411,0.97443
503,0,0.97126
949,0,0.97016
3.0007e+05,0.69532,0.96893
6.0008e+05,0.48667,0.9681
2007,0.53314,0.9654
3.0007e+05,0.3619,0.96481
65,0,0.9643
2045,0.25438,0.96313
8,0.49656,0.96002
2206,0.32156,0.95924
2615,0.49732,0.95102
3.0021e+05,0,0.94737
3.0008e+05,0.6103,0.94501
6.0042e+05,0.51201,0.94269
6.0096e+05,0.25287,0.94073
4,0.39341,0.93949
2179,0.6757,0.93723
2469,0,0.93547
2246,0.31807,0.93512
6.0064e+05,0.3501,0.93362
2113,0,0.93205
663,0.01672,0.92962
513,0.39053,0.92764
6.0139e+05,0.63399,0.92738
2515,0,0.92575
3.0031e+05,0.38002,0.92573
6.0045e+05,0.2477,0.92565
2089,0.55011,0.92416
538,0.29051,0.91932
930,0.3238,0.91737
6.001e+05,0.44367,0.91518
2284,0.40901,0.91456
2312,0,0.9128
3.0012e+05,0.62659,0.9116
995,0.73134,0.91128
2194,0.23539,0.91037
416,1,0.90895
760,0.30304,0.90837
6.0065e+05,0.38704,0.90808
3.0013e+05,0.68729,0.90701
600,0.28087,0.90626
6.0097e+05,0.9946,0.90535
3.0028e+05,0.56061,0.90406
6.0027e+05,0,0.90299
3.0021e+05,0.23686,0.90064
2002,0.53479,0.89924
2381,0.31743,0.8978
2101,0.53407,0.89685
895,0.37702,0.89525
6.0004e+05,0.51644,0.89446
3.001e+05,0.32145,0.89387
3.002e+05,0.032694,0.89206
2305,0.25144,0.89176
2076,0.20324,0.8912
6.0377e+05,0.25836,0.89109
3.0007e+05,0.43866,0.89097
599,0,0.889
2262,0.34369,0.88779
3.0029e+05,0.93923,0.88577
2314,0.344,0.88373
2593,0.20173,0.88034
2358,0,0.87987
2598,0.5954,0.87963
720,1,0.87852
2349,1,0.87811
666,0.56763,0.87801
633,0.23916,0.87704
3.0004e+05,0.86119,0.87636
3.0012e+05,0.29281,0.87626
2499,0.29295,0.87581
687,0.058594,0.87466
3.0029e+05,0.67525,0.87392
2109,0.33643,0.87328
937,0,0.87254
6.0087e+05,0.29501,0.86999
6.0031e+05,0.25782,0.86973
6.0064e+05,0.62088,0.86953
809,0.12541,0.86938
3.0015e+05,0.3477,0.8683
3.0002e+05,0.27001,0.8679
3.0006e+05,0.25064,0.86724
2439,0.53712,0.86653
3.0009e+05,0.30942,0.86629
3.0016e+05,0.81793,0.86606
3.0007e+05,0.23213,0.86483
2569,0.27627,0.8633
2421,1,0.86286
6.0034e+05,0.65825,0.86227
2451,0.27071,0.86217
6.001e+05,0.32185,0.8605
568,0.54147,0.85711
2220,0.25318,0.85643
2020,0.27029,0.85597
2231,0.10613,0.8536
2275,0,0.85277
6.0016e+05,0.57466,0.84998
2671,0.098809,0.84697
6.0047e+05,0.57959,0.84481
3.0011e+05,0.55582,0.84388
6.0077e+05,0.15472,0.84263
795,0.28387,0.8419
6.0086e+05,0.27093,0.84091
3.0026e+05,0.2462,0.84028
6.0052e+05,0,0.83376
6.0054e+05,0.277,0.83149
6.004e+05,0.75925,0.83082
2631,0,0.83074
2590,0,0.82986
6.0099e+05,0.26431,0.82943
2456,0,0.82942
3.0002e+05,0,0.82848
6.0008e+05,0.58662,0.82684
6.0042e+05,0.23991,0.82642
2577,0,0.82429
6.0066e+05,0.70233,0.82356
6.0034e+05,0.2065,0.82242
418,0.74903,0.82084
2186,0.3775,0.82051
6.0189e+05,0.70153,0.82029
2611,0.57556,0.82008
2015,0.31768,0.81948
6.0074e+05,0,0.81899
2402,0,0.81794
400,0.23928,0.81782
6.0081e+05,0.5278,0.81741
2258,0.56164,0.817
2345,0.61821,0.81665
6.0057e+05,0.6108,0.81659
576,0.33382,0.81616
6.0017e+05,0.52769,0.81497
2325,0.16705,0.81065
3.0031e+05,0.21536,0.8091
2647,0.95264,0.80821
2551,0.28692,0.80529
6.0181e+05,0,0.80485
6.0081e+05,0.44067,0.8044
2504,0,0.8042
6.0007e+05,0.1797,0.80325
2213,0.31107,0.80198
3.0012e+05,0.63862,0.80171
2329,0.50066,0.80125
2322,0.59619,0.80027
6.0069e+05,0,0.79918
6.0049e+05,0.070826,0.79673
6.0048e+05,0.2858,0.79573
2651,0.577,0.7943
2343,0.70291,0.79423
6.0015e+05,0.59624,0.79369
532,0.51843,0.7932
6.0012e+05,0.12824,0.7891
6.0006e+05,0,0.78896
848,0.79988,0.78769
3.0006e+05,0.5425,0.78476
3.0025e+05,0.3172,0.78398
6.018e+05,0.32009,0.78352
6.0005e+05,0.51483,0.78278
6.0059e+05,0.10494,0.78219
6.002e+05,0.39388,0.78156
3.0009e+05,0,0.78041
6.0016e+05,0.017433,0.78036
721,0.33171,0.77991
6.0011e+05,0.25703,0.7789
6.0113e+05,0.24862,0.77811
2380,0.57223,0.77747
3.002e+05,0.33619,0.77704
