6e+05,-12.455,-79.165,-9.8275,-24.418,73.964,0.66556,0.4,-7.1401e+08,-4.2734e+08,-1.5559e+09,-0.27961,-0.53875,0,0.040486,0.065619,-0.47797,1.608,1.717,9.0386,33.107,1
6e+05,-76.201,-18.761,-34.428,-55.876,55.995,0.66556,0.4,-3.8061e+08,-2.5319e+09,-1.5276e+09,-0.25198,-0.49466,0.0090806,0.053545,0.077698,-0.54034,1.5399,1.6119,8.9437,33.163,1
6e+05,-36.339,4.3393,-16.181,-90.317,-69.211,0.42796,0.3,-1.4586e+08,-3.7757e+08,-1.063e+09,-0.38051,-0.43607,0.0052745,0.05049,0.074872,-0.21972,0.54779,0.6736,11.393,34.312,1
6e+05,-85.342,-89.162,-83.731,48.856,-81.611,0.66556,0.4,-4.4269e+08,-1.8111e+09,-1.0405e+09,-0.44176,-0.51181,0,0.046256,0.070956,-0.20209,-0.33844,3.4767,12.428,35.271,1
6e+05,-60.374,126.32,55.242,-15.767,302.02,0.998,0.5,-2.8753e+08,-2.3799e+08,-4.9031e+08,-0.14369,-0.066774,0.18632,0.18253,0.20051,-0.49343,2.9479,6.0315,17.418,39.085,1
6e+05,471.13,295.84,814.96,-10.195,-66.965,0.998,0.5,-2.6764e+08,-1.8876e+08,-4.6618e+08,0.23986,0.45637,0.54837,0.52492,0.53537,1.2905,3.896,5.8032,18.166,39.594,1
6e+05,-30.693,-90.013,20.9,-88.858,-60.349,0.66556,0.4,-1.5881e+08,-7.5751e+08,-4.4476e+08,-0.15799,-0.24921,0.053692,0.057102,0.077834,-0.29342,3.2001,1.1264,18.33,39.992,1
6e+05,-85.59,-1.0279,195.28,-10.543,152.16,0.998,0.5,-1.3981e+08,-7.4263e+08,2.34e+21,-0.10368,-0.26542,0.10019,0.10108,0.12084,-0.42769,3.7745,3.7487,19.326,41.29,1
6e+05,-33.939,-31.724,-30.609,-22.292,61.807,0.998,0.5,-6.6361e+07,-5.2058e+07,-4.2584e+07,-0.1079,-0.14172,0.14398,0.26548,0.30211,-0.83902,1.7094,1.7762,3.2159,8.3548,1
6e+05,43.597,52.412,-3.7537,14.883,13.736,0.998,0.5,-2.831e+07,-3.7691e+07,-2.8262e+07,0.10049,0.1086,0.55686,0.64291,0.49908,1.2792,1.8575,1.5565,3.0294,8.1607,1
6e+05,-33.316,14.679,13.193,-31.778,47.136,0.66556,0.4,-5.0346e+07,-2.6349e+07,2.5868e+08,-0.09962,-0.13233,0.10931,0.28652,0.28557,-0.71447,0.062247,-0.27348,1.3921,6.0771,1
6e+05,-44.935,-57.319,-21.921,-35.776,18.111,0.66556,0.4,-1.4138e+07,-2.4401e+07,2.3368e+08,-0.12209,-0.16108,0,0.19927,0.23343,-0.64869,0.032123,-0.16354,1.0675,6.1084,1
6e+05,19.906,0.93807,63.81,-15.296,119.48,0.66556,0.4,-1.6012e+08,-8.2624e+07,-5.5586e+07,0.016202,0.023276,0.72238,0.51768,0.42372,0.98639,1.4003,-0.98953,2.8126,8.5816,1
6e+05,-15.819,-27.461,-17.746,-30.041,37.92,0.42796,0.3,-5.4786e+07,-4.5613e+07,-3.1387e+07,-0.033149,-0.052245,0.41452,0.37906,0.33316,-0.89111,-0.20393,-3.2348,1.2312,8.4983,1
6e+05,-39.791,-21.171,-48.291,20.759,123.13,0.66556,0.4,-8.7864e+06,-1.5094e+07,2.0785e+22,-0.076827,-0.12714,0,0.22508,0.21172,-0.69645,-2.6866,-1.0152,1.7233,9.433,1
6.0000e+05,-53.525,-16.481,-26.613,-41.214,81.566,1.4963,0.6,-3.4571e+09,-1.447e+10,-8.7271e+09,-0.21887,-0.19662,0,0.21885,0.37916,-0.66699,2.0688,3.6378,5.1508,4.5193,1
6.0000e+05,-25.714,-22.023,-14.269,38.421,62.009,1.4963,0.6,-2.7596e+09,-2.1591e+09,3.418e+23,-0.075398,-0.036369,0.42575,0.45311,0.58934,-0.85855,1.4677,3.7585,4.9313,3.5441,1
6.0000e+05,12.686,21.312,86.382,10.364,85.83,0.998,0.5,-2.2118e+09,6.836e+23,3.418e+23,0.096025,0.16832,0.83825,0.74777,0.8106,1.1474,3.1084,2.205,4.8474,3.8738,1
6.0000e+05,-9.3712,11.916,86.874,-11.271,102.49,0.66556,0.4,2.0508e+24,6.836e+23,3.418e+23,0.029856,0.065127,0.57476,0.51271,0.63409,-1.0017,1.6928,0.14001,3.1847,1.742,1
6.0000e+05,23.488,69.524,61.459,-23.472,44.596,0.66556,0.4,-2.4141e+09,-1.9033e+09,-8.5883e+09,0.085307,0.10638,0.7026,0.62675,0.71973,1.2187,2.3801,-0.0049657,3.7015,4.3174,1
6.0000e+05,37.28,-33.515,22.96,26.719,113.9,0.66556,0.4,-1.2613e+09,-1.09e+10,-8.2773e+09,0.030575,-0.013291,0.44312,0.39529,0.54592,1.0878,0.44813,0.36215,3.4095,2.5474,1
6.0000e+05,-51.569,21.633,-40.786,-21.896,8.326,0.42796,0.3,-2.0344e+09,-1.0967e+10,-8.2129e+09,-0.061775,-0.113,0.12767,0.12767,0.34496,-0.82599,-1.589,-1.3998,1.8456,2.0664,1
6.0000e+05,-21.696,-26.361,-52.519,-45.749,103.42,0.42796,0.3,-1.4635e+09,-5.6546e+09,-3.3764e+09,-0.083253,-0.14635,0,0,0.24909,-0.7105,-2.0811,-1.9906,3.1485,1.3107,1
6.0000e+05,-33.89,0.73337,3.057,-30.46,16.806,0.66556,0.4,-5.4825e+08,-1.0281e+09,-1.3366e+09,-0.065372,-0.098034,0.02926,0.20501,0.41353,-0.71019,-0.0333,-0.3518,3.0587,3.0741,1
6.0001e+05,73.532,-18.548,-11.754,-8.17,63.568,0.998,0.5,-3.9003e+08,2.914e+09,3.1919e+09,0.038485,0.0711,0.65942,0.60244,0.68891,1.1139,-0.037199,1.6251,5.2726,12.194,1
6.0001e+05,-53.062,-13.418,-24.328,-31.446,114.92,0.998,0.5,9.2152e+09,6.5917e+09,3.2086e+09,-0.18198,-0.23587,0.02565,0.13114,0.35977,-0.62339,0.10796,1.7066,4.9628,11.764,1
6.0001e+05,-34.701,-41.266,-31.564,-14.642,61.6,0.998,0.5,1.0643e+10,3.4699e+09,1.2099e+09,-0.092267,-0.13986,0.18256,0.23047,0.42914,-0.80409,-0.42191,1.1901,4.9348,10.13,1
6.0001e+05,48.805,102.68,4.0614,-16.519,18.768,1.4963,0.6,-1.3423e+08,-3.5427e+08,-5.8775e+08,0.079576,0.16052,0.9845,0.75059,0.79238,1.2402,1.6474,3.4214,7.2812,12.68,1
6.0001e+05,-42.51,-51.051,-19.392,-22.978,112.89,0.998,0.5,-6.3864e+08,-9.8805e+08,-5.9884e+08,-0.12232,-0.1601,0,0.11206,0.34645,-0.60728,1.6728,2.0101,7.1688,10.412,1
6.0001e+05,-14.856,-10.692,24.727,36.626,79.702,1.4963,0.6,-2.2217e+09,-8.2124e+08,-1.1851e+09,0.01906,0.044252,0.49763,0.5719,0.66759,-1.0263,1.4834,3.4257,7.224,11.769,1
6.0001e+05,21.189,7.8053,29.568,5.6978,30.268,0.998,0.5,-2.1337e+08,-1.549e+09,-8.8096e+08,0.0068627,0.0073375,0.32543,0.42514,0.5651,0.986,1.9857,1.3692,3.5694,11.331,1
6.0001e+05,-11.044,17.311,-4.4487,-21.715,108.81,0.66556,0.4,-2.773e+08,-1.5946e+09,1.0893e+09,-0.031777,-0.053834,0.13359,0.26167,0.45093,-0.85194,0.24997,-0.61945,3.5823,9.6665,1
6.0001e+05,31.876,-42.558,9.54,70.114,47.378,0.998,0.5,-4.1563e+09,-1.5745e+09,3.0327e+09,-0.0065974,-0.024311,0.24599,0.35745,0.51782,0.95017,1.9778,1.2781,3.8096,10.034,1
6.0001e+05,-56.442,-8.8633,-35.063,-54.914,74.159,0.66556,0.4,-3.5019e+08,-2.1294e+08,3.7066e+09,-0.064712,-0.087087,0,0.14782,0.37143,-0.73263,0.16293,-0.20591,3.7807,9.9311,1
6.0001e+05,-45.703,117.01,33.399,135.78,42.214,0.998,0.5,-4.9542e+07,-3.8521e+07,-3.2305e+07,0.052331,0.1203,0.4938,0.42586,0.45035,-1.0745,0.80726,3.0456,10.94,19.188,1
6.0001e+05,-46.447,-5.9813,157.61,-54.317,-61.882,0.998,0.5,-9.8723e+06,-1.1374e+07,-2.0463e+07,-0.0986,-0.19988,0.25248,0.14622,0.18265,-0.59744,0.59049,4.2196,10.882,19.913,1
6.0001e+05,75.562,14.789,-11.516,31.593,11.51,1.4963,0.6,-1.624e+07,-2.609e+07,-1.9925e+07,0.044432,0.0048596,0.3535,0.3535,0.38109,1.2036,1.0314,5.6734,13.08,21.093,1
6.0001e+05,-34.617,-62.168,13.663,115.12,66.436,1.4963,0.6,-8.0106e+06,-2.8283e+07,-1.8325e+07,-0.082371,-0.1845,0.16143,0.16143,0.19721,-0.66474,1.152,5.5658,12.978,19.635,1
6.0001e+05,-81.606,-58.517,-82.267,-79.856,-61.14,1.4963,0.6,-1.1816e+07,-8.3662e+06,-2.133e+07,-0.2271,-0.29252,0,0,0.042667,-0.21742,3.5342,5.7277,11.629,20.769,1
6.0001e+05,1.6728,-79.534,89.261,-23.999,54.112,1.4963,0.6,-6.6371e+06,-2.6256e+07,1.5229e+08,-0.12108,-0.166,0.10823,0.10823,0.16795,0.46618,4.083,5.2242,13.029,20.284,1
6.0001e+05,21.069,44.044,38.262,-21.635,259.32,0.998,0.5,-2.3108e+09,-8.8951e+08,-5.9568e+08,0.11473,0.12864,0.753,0.71194,0.67561,1.1306,1.7634,1.3474,5.316,13.56,1
6.0001e+05,-36.728,1.913,-36.671,-19.857,157.52,0.998,0.5,-5.9616e+08,-3.0185e+08,-4.4663e+08,-0.0613,-0.10056,0.30813,0.43762,0.44464,-0.9542,-0.11121,1.6252,3.8305,12.956,1
6.0001e+05,-32.827,-57.294,-33.606,-29.131,52.896,0.66556,0.4,-6.2816e+07,-5.9142e+08,1.681e+09,-0.19302,-0.2057,0,0.18716,0.24933,-0.52562,0.16034,0.036916,3.5874,13.302,1
6.0001e+05,-36.424,-29.614,17.102,121.19,142.7,0.998,0.5,-1.425e+08,-6.2346e+08,1.6823e+09,-0.086454,-0.060671,0.23728,0.44063,0.47153,-0.74296,1.403,1.4643,5.6035,13.885,1
6.0001e+05,18.477,-18.599,6.7412,99.862,252.68,0.998,0.5,1.211e+10,3.9638e+09,1.7691e+09,0.020349,0.086292,0.71586,0.40984,0.48187,1.0825,-0.17554,1.7564,8.3305,11.432,1
6.0001e+05,-31.294,10.242,88.886,53.017,113.46,0.66556,0.4,-5.5252e+07,-4.1632e+08,-5.7705e+21,0.0027592,0.041593,0.52193,0.29881,0.38439,-0.9263,-0.24729,-0.14883,6.5804,11.456,1
6.0001e+05,60.454,57.301,41.572,74.435,86.521,0.66556,0.4,-1.6349e+08,-4.2273e+08,-5.7705e+21,0.10134,0.20466,1,0.57252,0.62469,1.477,0.20663,0.2557,6.7022,13.608,1
6.0001e+05,-1.9649,-18.275,80.428,-17.741,2.3214,0.42796,0.3,-1.0302e+09,-4.2553e+08,-5.7705e+21,0.015765,0.040833,0.66593,0.24299,0.33537,-1.0079,-0.24865,-2.6536,3.952,11.205,1
6.0001e+05,-16.637,74.772,26.213,32.423,65.714,0.66556,0.4,-7.4471e+07,-1.1541e+22,-5.7705e+21,0.025244,0.038984,0.69587,0.25391,0.34496,-1.1296,0.22046,-0.080245,6.9004,13.498,1
6.0001e+05,109.65,7.963,87.24,20.391,212.87,0.66556,0.4,-1.719e+08,-1.1541e+22,-5.7705e+21,0.074001,0.10189,1,0.36488,0.44239,1.4218,2.3557,0.20841,9.1288,15.524,1
6.0001e+05,-6.456,14.565,50.751,26.518,150.2,0.998,0.5,-2.5159e+07,-2.6006e+07,-1.7691e+08,0.1213,0.21586,0.88213,0.92026,0.93097,-1.1739,1.1489,1.044,5.3456,15.308,1
6.0001e+05,28.906,36.316,80.54,39.723,496.35,0.998,0.5,-2.3478e+07,-3.0838e+08,-1.7723e+08,0.10266,0.15628,1,1,0.95144,1.178,1.4812,1.5082,6.0265,16.335,1
